,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
1935,57.55,SCRIPPS POWAY PY,SCRIPPS HIGHLANDS DR,SCRIPPS SUMMIT DR,Fair,20111209,1225,SCRIPPS POWAY PKWY,SCRIPPS SUMMIT DR,0,B,4,A,04,A,A,D
1936,65.29,PARK VILLAGE RD,SPINDLETOP RD,RAGWEED ST,Fair,20111218,1839,PARK VILLAGE RD,SPINDLETOP RD,0,A,4,A,04,C,A,H
1937,49.34,MIRAMAR RD,EMPIRE ST,DOWDY DR,Fair,20111217,1300,MIRAMAR RD,DOWDY DR,0,A,4,A,08,A,A,H
1938,84.78,MEADE AV,BANCROFT ST,33RD PL,Good,20111218,1624,MEADE AV,33RD PL,0,A,4,A,09,A,A,H
1939,48.5,GENESEE AV,MT FORAKER AV,MT HERBERT AV,Fair,20111218,1211,GENESEE AV,MOUNT HERBEI-AV,0,A,3,A,12,A,A,H
1940,83.43,DEL MAR TRAILS RD,CARMEL CREEK RD,CARMEL PARK DR,Good,20111218,0106,DEL MAR TRAILS RD,CARMEL COUNTRY RD,0,A,4,A,03,C,A,H
1941,67.58,DEL MAR HEIGHTS RD,ASHLEY FALLS DR,SEAGROVE ST,Fair,20111215,0715,DEL MAR HEIGHTS RD,SEAGROVE ST,0,A,4,A,08,A,A,H
1942,87.13,MAIN ST,UNA ST,VESTA ST,Good,20111216,0655,MAIN ST,UNA ST,0,B,4,A,03,A,A,H
1943,44.51,MISSION GORGE RD,FAIRMOUNT AV,MISSION GORGE PL,Fair,20111218,2334,5800 MISSION GORGE RD,FAIRMOUNT AV,0,A,0,A,09,C,A,H
1944,13.43,05TH AV,A ST,ASH ST,Poor,20111218,1219,05TH AV,A ST,0,B,4,A,12,A,A,H
1945,100,ACTIVITY RD,CAM RUIZ,CLAYTON DR,Good,20111217,0255,ACTIVITY RD,CAMINO RUIZ,0,B,4,A,08,C,A,H
1946,56.89,NATIONAL AV,S 39TH ST,BURNS CT,Fair,20111219,1750,NATIONAL AV,S 39TH ST,0,B,4,A,10,C,A,H
1947,24.64,32ND ST,REDWOOD ST,THORN ST,Poor,20111218,1453,32ND ST,THORN ST,0,A,3,A,06,A,A,H
1948,49.62,S MEADOWBROOK DR,S ROYAL OAK DR,PARADISE VALLEY RD,Fair,20111218,1720,S MEADOWBROOK DR,PARADISE VALLEY RD,0,A,3,A,17,C,A,H
1949,80.52,LA JOLLA BL,CAM DE LA COSTA,LA CANADA,Good,20111219,1555,LA JOLLA BL,CAMINO DE LA COSTA,0,A,4,A,03,A,A,H
1950,67.28,FRIARS RD,SANTO RD,RIVERDALE ST,Fair,20111221,0849,FRIARS RD,SANTO RD,0,A,3,A,12,A,A,H
1951,46.04,LA JOLLA BL,KOLMAR ST,GRAVILLA ST,Fair,20111221,0948,LA JOLLA BL,GRAVILLA ST,0,A,4,A,03,A,A,H
1952,52,PACIFIC HY NB OFF RA,PACIFIC (FTG) HY,SUTHERLAND ST,Fair,20111207,1434,PACIFIC HY,SUTHERLAND ST,0,A,3,A,08,A,A,H
1953,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20111201,1056,MIRAMAR RD,MIRAMAR RD 5800,0,A,4,A,09,A,A,H
1954,61.97,UNIVERSITY AV,PERSHING AV,IDAHO ST,Fair,20110918,1930,UNIVERSITY AV,PERSHING AV,0,A,4,A,10,C,A,H
1955,51,MORENA BL,AVATI DR,JUTLAND DR,Fair,20111224,1157,MORENA BL,AVATI DR,0,A,3,A,12,A,A,H
1956,52.42,DEL SOL BL,BEYER BL,BEYER WY,Fair,20111228,1739,DEL SOL BL,BEYER BL,0,A,4,A,12,C,-,H
1957,33.98,ROSECRANS ST,JEFFERSON ST,PACIFIC HY,Poor,20111228,1642,ROSECRANS ST,PACIFIC HY,0,A,4,A,03,B,A,H
1958,13.43,05TH AV,A ST,ASH ST,Poor,20111222,0634,05TH AV,A ST,0,A,3,A,12,B,A,H
1959,57.16,WING SPAN DR,EAGLE RIDGE CT,TOMMY ST,Fair,20111222,2323,WING SPAN DR,EAGLE RIDGE CT,0,A,3,A,21,C,A,H
1960,66.52,CLAIREMONT DR,RAPPAHANNOCK AV,UTE DR,Fair,20111230,2326,CLAIREMONT DR,RAPPAHANNOCK AV,0,E,2,A,08,C,A,H
1961,47.38,W ASH ST,KETTNER BL,PACIFIC HY,Fair,20111207,1823,WEST ASH ST,KETTNER BL,0,B,2,A,12,C,A,H
1962,83.12,CARROLL WY,CARROLL RD,TRADE ST,Good,20111220,1550,CARROLL WY,TRADE ST,0,A,4,A,06,A,A,H
1963,53.84,CARMEL MTN RD,GERANA ST,PENASQUITOS DR,Fair,20111220,1445,CARMEL MTN RD,PENASQUITOS DR,0,A,4,A,- ,A,A,H
1964,69,MERCY RD,BRANICOLE LN,KIKA CT,Fair,20111221,0635,MERCY RD,KIKA CT,0,A,4,A,03,A,A,H
1965,100,ARNOLD AV,LANDIS ST,WIGHTMAN ST,Good,20111220,1500,ARNOLD AV,WIGHTMAN ST,0,A,4,A,12,A,A,H
1966,51,GARNET AV,CASS ST,DAWES ST,Fair,20111216,0137,GARNET AV,DAWES ST,0,A,3,A,11,C,A,H
1967,33.96,CLAIREMONT MESA BL,FRINK AV,DIANE AV,Poor,20111220,1924,CLAIREMONT MESA BL,FRINK AV,0,A,4,A,09,C,A,H
1968,59.75,MERCURY ST,RONSON RD,RAYTHEON RD,Fair,20111219,1955,MERCURY ST,RONSON RD,0,B,4,A,08,C,A,H
1969,39.89,47TH ST,IMPERIAL AV,CEREZA ST,Poor,20111214,1700,47TH ST,IMPERIAL AV,0,B,4,A,04,B,A,H
1970,73.69,PARK BL,MARKET ST,G ST,Good,20111221,2013,PARK BL,G ST,0,A,3,A,08,C,A,H
1971,67.28,FRIARS RD,SANTO RD,RIVERDALE ST,Fair,20111214,1755,FRIARS RD,SANTO RD,0,A,3,A,08,C,A,H
1972,27.33,W LAUREL ST,01ST AV,FRONT ST,Poor,20111211,1723,WEST LAUREL ST,01ST AV,0,B,4,A,12,C,A,H
1973,51,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,MIRAMAR RD,Fair,20111215,0955,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,0,A,4,A,03,A,A,H
1974,52.94,MIRAMAR RD,CARROLL RD,EMPIRE ST,Fair,20111214,0625,MIRAMAR RD,CARROLL RD,0,B,4,A,09,B,A,H
1975,50.01,HOTEL CIRCLE SOUTH,HOTEL CIRCLE CT,HOTEL CIRCLE NORTH,Fair,20111215,0830,HOTEL CIRCLE SOUTH,HOTEL CIRCLE CT,0,A,4,A,04,A,A,H
1976,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20111213,1343,MIRAMAR RD,CABOT DR,0,B,4,A,03,A,B,H
1977,55.53,VISTA GRANDE DR,MARLOWE DR,CELIA VISTA DR,Fair,20111213,1730,VISTA GRANDE DR,MARLOWE DR,0,A,4,A,08,C,A,H
1978,51,MAIN ST,S 29TH ST,S 30TH ST,Fair,20111215,1535,MAIN ST,S 30TH,0,B,3,A,08,A,A,H
1979,40.22,EL CAJON BL,EUCLID AV,48TH ST,Fair,20111212,1130,EL CAJON BL,68TH ST,0,C,4,A,08,A,B,H
1980,78.78,INDIA ST,WINDER ST,ANDREWS ST,Good,20111221,0951,INDIA ST,VINE ST,0,A,2,A,08,A,A,H
1981,81.21,DAIRY MART RD,BEYER BL,PLANTEL WY,Good,20111223,1625,DAIRY MAI-RD,BEYER BL,0,A,3,A,08,A,A,H
1982,73.44,W MARKET ST,COLUMBIA ST,MARKET PL,Good,20111227,1730,MARKET ST,MARKET ST 4800,0,A,3,A,- ,C,A,H
1983,100,CAM DEL SUR,CASEY GLEN,OLD COURSE RD,Good,20111224,0123,CAMINO DEL SUR,CASEY GLENN,0,A,3,A,03,C,A,H
1984,48.44,04TH AV,MARKET ST,G ST,Fair,20111229,1417,04TH AV,MARKET ST,0,A,4,A,12,A,-,H
1985,59.49,MARKET ST,43RD ST,45TH ST,Fair,20111221,1507,MARKET ST,45TH ST,0,A,4,A,08,A,A,H
1986,47.08,61ST ST,NANCITA CT,IMPERIAL AV,Fair,20111228,0040,61ST ST,IMPERIAL AV,0,A,4,A,03,C,A,H
1987,33,BAYARD ST,GRAND AV,HORNBLEND ST,Poor,20111224,0238,BAYARD ST,GRAND AV,0,A,3,A,08,C,A,H
1988,57.55,UNIVERSITY AV,46TH ST,MENLO AV,Fair,20111226,1745,UNIVERSITY AV,MENLO AV,0,A,4,A,10,C,A,H
1989,56.59,S 37TH ST,FLORENCE ST,LOGAN AV,Fair,20111212,1503,37TH ST,FLORENCE ST,0,B,3,A,03,A,B,H
1990,33.53,30TH ST,UNIVERSITY AV,LINCOLN AV,Poor,20111222,1602,30TH ST,UNIVERSITY AV,0,A,3,A,08,A,A,H
1991,61.1,ORO VISTA RD,GROVE AV,IRIS AV,Fair,20111222,2313,ORO VISTA RD,IRIS AV,0,A,4,A,08,C,A,H
1992,51,EPANOW AV,CHIPPEWA CT,ECOCHEE AV,Fair,20111222,1610,EPANOW AV,CHIPPEWA CT,0,A,3,A,05,A,A,H
1993,36.73,COTTONWOOD RD,W SEAWARD AV,SOUTH VISTA AV,Poor,20111228,2000,COTTONWOOD RD,SOUTH VISTA  AV,0,A,4,A,03,C,A,H
1994,69,ROLL DR,SIEMPRE VIVA RD,VIA DE LA AMISTAD,Fair,20111223,0026,ROLL DR,VIA DE LA AMISTAD,0,A,4,A,11,C,A,H
1995,80.9,DALBERGIA ST,THOR ST,UNA ST,Good,20111222,0723,DALBERGIA ST,UNA ST,0,A,4,A,08,A,A,H
1996,35,J ST,24TH ST,25TH ST,Poor,20111223,1249,J ST,25TH,0,A,3,A,03,A,A,H
1997,51,TEXAS ST,POLK AV,HOWARD AV,Fair,20111227,1803,TEXAS ST,POLK ST,0,A,3,A,08,C,A,H
1998,51,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,MIRAMAR RD,Fair,20111223,1800,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,0,A,4,A,09,C,A,H
1999,39,UNIVERSITY AV,35TH ST,WILSON AV,Poor,20111222,1513,UNIVERSITY AV,35TH ST,0,A,4,A,10,A,A,H
2000,32.41,LA JOLLA BL,BONAIR WY,NAUTILUS ST,Poor,20111227,1240,LA JOLLA BL,NAUTILUS ST,0,A,4,A,09,A,A,H
2001,13.47,05TH AV,BROADWAY,C ST,Poor,20111222,1750,05TH AV,BROADWAY,0,A,4,A,21,C,A,H
2002,42.56,GENESEE AV,CHATEAU DR,CHICKASAW CT,Fair,20111230,1945,GENESEE AV,CHATEAU DR,0,A,3,A,08,C,A,H
2003,36.59,06TH AV,THORN ST,BALBOA DR,Poor,20111227,0830,06TH AV,THORN ST,0,A,3,A,09,A,A,H
2004,87.55,TORREY PINES RD,DUNAWAY DR,LA JOLLA VILLAGE DR,Good,20111222,1204,TORREY PINES RD,DUNAWAY DR,0,A,3,A,03,A,A,H
2005,51,MIRA MESA BL,FLANDERS DR,VIPER WY,Fair,20111228,0800,MIRA MESA BL,VIPER WY,0,A,4,A,03,A,A,H
2006,100,PARK VILLAGE RD,DORMOUSE RD,LICIA WY,Good,20111226,2240,PARK VILLAGE RD,LICIA WY,0,A,4,A,03,C,A,H
2007,29.68,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,Poor,20111228,0909,CLAIREMONT MESA,RUFFNER ST,0,A,4,A,12,A,A,H
2008,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20111218,0857,MIRAMAR RD,CAMINO RUIZ,0,B,4,A,03,A,B,G
2009,69,COLLEGE AV,LINDO PASEO,AZTEC CR DR,Fair,20111226,1443,COLLEGE,LINDA PASEO,0,A,4,A,03,A,A,H
2010,39,RUFFIN RD,GRAMERCY DR,VILLAGE GLEN DR,Poor,20111228,1059,RUFFIN RD,VILLAGE GLEN DR,0,A,4,A,08,A,A,H
2011,76.89,S 43RD ST,LOGAN AV,NATIONAL AV,Good,20111228,2113,SOUTH 43RD ST,LOGAN AV,0,A,4,A,03,C,A,D
2012,84.88,EL CAJON BL,70TH ST,71ST ST,Good,20111220,0006,EL CAJON BL,70TH ST,0,B,4,A,03,C,A,H
2013,49.52,MOORE ST,HORTENSIA ST,OLD TOWN AV,Fair,20111221,2050,MOORE,HORTENSIA,0,A,3,A,08,C,A,H
2014,78.78,INDIA ST,WINDER ST,ANDREWS ST,Good,20111222,0900,INDIA ST,WINDER,0,A,4,A,03,A,A,H
2015,43.2,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20111226,2219,ROSECRANS ST,MIDWAY DR,0,A,3,A,08,C,A,H
2016,51,LA JOLLA VILLAGE DR,LEBON DR,REGENTS RD,Fair,20111222,1850,LA JOLLA VILLAGE DR,LEBON DR,0,A,3,A,03,D,A,H
2017,24.24,INGRAHAM ST,CHALCEDONY ST,LAW ST,Poor,20111226,1550,INGRAHAM ST,CHALCEDONY ST,0,A,4,A,09,A,A,H
2018,57,OCEAN BLUFF AV,VISTA SORRENTO PY,WEST OCEAN AIR DR,Fair,20111220,1950,OCEAN BLUFF AV,VISTA SORRENTO PKWY,0,A,4,A,09,C,A,H
2019,69,MORENA BL,INGULF ST,CLAIREMONT DR,Fair,20111223,1920,MORENA BL,INGULF ST,0,A,3,A,08,C,A,H
2020,48.53,33RD ST,L ST,K ST,Fair,20111221,1504,33RD ST,L ST,0,A,4,A,09,A,A,H
2021,34.95,TORREY PINES RD,HIGH AV,IVANHOE AV,Poor,20111224,2147,TORREY PINES RD,IVANHOE AV,0,A,4,A,09,C,A,H
2022,64.5,11TH AV,G ST,F ST,Fair,20111225,0152,11TH AV,F ST,0,A,4,A,12,C,A,H
2023,85.04,MISSION CENTER RD,CAM DE LA REINA,HAZARD CENTER DR,Good,20111218,1805,MISSION CENTER RD,CAMINO DEL RIO N,0,A,3,A,12,B,A,H
2024,54.35,PARADISE VALLEY RD,S WOODMAN ST,ZEST ST,Fair,20111231,1528,PARADISE VALLEY RD,WOODMAN ST,0,A,4,A,03,A,A,H
2025,73.83,KENSINGTON DR,ALDER DR,SUSSEX DR,Good,20111227,1230,KENSINGTON DR,ALDER DR,0,-,3,D,00,-,A,H
2026,31.08,NUTMEG ST,04TH AV,05TH AV,Poor,20111229,1600,G ST,04TH AV,0,A,4,A,03,A,A,H
2027,31.03,PADGETT ST,MIRAMAR RD,ACTIVITY RD,Poor,20111229,1553,PADGETT ST,MIRAMAR RD,0,B,2,A,09,A,A,H
2028,69,COLLEGE AV,MONTEZUMA RD,LINDO PASEO,Fair,20111219,1318,COLLEGE AV,MONTEZUMA ,0,B,4,A,21,A,A,H
2029,60.77,MINDEN DR,BABETTE ST,VOLTA CT,Fair,20111220,1538,MINDEN DR,VOLTA CT,0,A,3,A,03,A,A,H
2030,31.47,NAUTILUS ST,AVNDA LA REINA,AVNDA MANANA,Poor,20111229,1848,NAUTILUS ST,AVNIDA MANANA,0,A,2,A,08,C,A,H
2031,45.67,IMPERIAL AV,20TH ST,21ST ST,Fair,20111230,1215,IMPERIAL AV,20TH ST,0,A,4,A,08,A,A,H
2032,40.06,W WASHINGTON ST,WASHINGTON PL,IBIS ST,Fair,20111226,2043,WASHINGTON ST,INDIA ST,0,A,4,A,09,C,A,H
2033,25.7,EUCLID AV,ORANGE AV,TROJAN AV,Poor,20111230,1226,EUCLID AV,TROJAN AV,0,A,4,A,08,A,A,H
2034,39,TERESA DR,SCANNELL CT,CAM RUIZ,Poor,20111231,1558,TERESA DR,CAMINO RUIZ,0,A,2,A,09,A,A,A
2035,49.8,BETA ST,S 43RD ST,END,Fair,20111213,1350,BETA ST,43RD ST,S,B,0,A,08,A,B,H
2036,81.98,HIGHLAND AV,ORANGE AV,EL CAJON BL,Good,20111223,1540,HIGHLAND AV,ORANGE AV,0,A,3,A,10,A,A,H
2037,37.62,MARKET ST,14TH ST,15TH ST,Poor,20110318,1233,MARKET ST,15TH ST,0,B,3,A,08,A,B,H
2038,64.08,PASEO LAREDO,MARISMA WY,VIA VALVERDE,Fair,20110422,1250,PASEO LAREDO,MARISMA WY,0,A,3,A,21,A,A,H
2039,69,S EUCLID AV,EUCLID PL,LA PAZ DR,Fair,20111217,0901,EUCLID AV,EUCLID AV 3768,0,A,4,A,21,A,A,H
2040,53.32,RUFFIN RD,AERO DR,CALLE FORTUNADA,Fair,20110124,1240,RUFFIN RD,AERO DR,0,A,4,-,- ,A,A,H
2041,100,FAIRMOUNT AV,OLIVE ST,QUINCE ST,Good,20110222,1840,FAIRMOUNT AV,OLIVE ST,0,A,0,A,09,C,A,H
2042,49.95,GRAND AV,NOYES ST,OLNEY ST,Fair,20130106,0757,GRAND AV,LEE ST,0,B,1,A,12,A,B,H
2043,79.26,CAM DEL SUR,LAZANJA DR,VIA VERRAZZANO,Good,20130201,1143,CAMINO DEL SUR,VIA VERRAZZANO,0,A,1,A,12,A,A,H
2044,100,SAN FELIPE ST,MEADOWBROOK DR,SAN FELIPE PL,Good,20130401,1333,SAN FELIPE ST,SAN FELIPE PL,0,A,1,C,18,A,A,H
2045,66.93,MISSION BAY DR,DAMON AV,BLUFFSIDE AV,Fair,20130216,2221,MISSION BAY DR,DAMON AV,0,A,1,A,11,C,A,H
2046,31.94,UNIVERSITY AV,VERMONT ST,RICHMOND ST,Poor,20130105,1419,UNIVERSITY AV,RICHMOND ST,0,A,3,A,12,A,A,H
2047,84.71,W HAWTHORN ST,COLUMBIA ST,INDIA ST,Good,20130209,1358,W HAWTHORN ST,COLUMBIA ST,0,A,2,A,12,A,A,H
2048,73.06,31ST ST,K ST,J ST,Good,20130208,0217,31ST ST,K ST,0,B,4,A,03,C,A,H
2049,31.06,17TH ST,ISLAND AV,MARKET ST,Poor,20130110,0910,17TH,MARKET,0,B,4,A,- ,A,A,H
2050,56.65,TORREY PINES RD,CALLE JUELA,TORREY PINES LN,Fair,20130111,1310,TORREY PINES RD,TORREY PINES LN,0,A,4,A,04,A,A,H
2051,31.94,UNIVERSITY AV,VERMONT ST,RICHMOND ST,Poor,20130106,2159,UNIVERSITY AV,RICHMOND ST,0,C,4,A,03,C,B,H
2052,39,RIVIERA DR,LA PLAYA AV,ROOSEVELT AV,Poor,20130107,1427,RIVIERA DR,LA PLAYA AV,0,A,4,A,08,A,A,H
2053,60.46,JUTLAND DR,MANDAN WY,MASSASOIT AV,Fair,20130111,1913,JUTLAND DR,MASSASOIT AV,0,A,4,A,08,C,A,H
2054,78.5,11TH AV,MARKET ST,G ST,Good,20130111,2037,11TH AV,MARKET ST,0,A,4,A,10,C,A,H
2055,56,S SAN JACINTO DR,SAN JACINTO PL,LAS ANIMAS WY,Fair,20130112,1548,SAN JACINTO DR S,LAS ANIMAS WY,0,A,4,A,08,A,A,H
2056,82.09,07TH AV,E ST,BROADWAY,Good,20130118,1522,07TH AV,E ST,0,A,4,A,12,A,-,A
2057,31.25,CONVOY ST,AERO DR,KEARNY MESA RD,Poor,20130115,1753,CONVOY ST,AERO DR,0,A,3,A,08,C,A,H
2058,86.36,BERNARDO OAKS DR,FRANCISCO DR,BERNARDO OAKS CT,Good,20130120,1350,BERNARDO OAKS DR,BERNARDO OAKS DR 16900,0,A,4,A,12,A,A,H
2059,85.29,LINDA VISTA RD,COMSTOCK ST,ULRIC ST,Good,20130114,1615,LINDA VISTA RD,ULRIC,0,A,4,A,04,A,A,H
2060,85.1,RESERVOIR DR,RESERVOIR LN,ALVARADO RD,Good,20130120,0237,RESERVOIR DR,ALVARADO CANYON RD,0,A,3,A,08,C,A,H
2061,37.46,REED AV,BAYARD ST,CASS ST,Poor,20130119,1610,REED AV,BAYARD ST,0,A,3,A,12,A,A,H
2062,41.27,INDIA ST,W SPRUCE ST,SASSAFRAS ST,Fair,20130120,1514,INDIA ST,W SPRUCE,0,A,4,A,03,A,A,H
2063,17.97,W SPRUCE ST,IBIS ST,INDIA ST,Poor,20130120,1508,W SPRUCE,INDIA,0,A,4,A,08,A,A,H
2064,65.29,PARK VILLAGE RD,SPINDLETOP RD,RAGWEED ST,Fair,20130121,1600,PARK VILLAGE RD,RAGWEED ST,0,A,4,A,21,A,A,H
2065,100,MIRA MESA BL,REAGAN RD,CAM RUIZ,Good,20130121,1751,MIRA MESA BL,REAGAN RD,0,A,3,A,03,C,A,H
2066,28.56,52ND ST,EL CAJON BL,MONROE AV,Poor,20130121,1420,52ND ST,EL CAJON,0,A,3,A,09,A,A,H
2067,86.64,INDIA ST,W HAWTHORN ST,W IVY ST,Good,20130118,2111,INDIA ST,HAWTHORN ST,0,A,4,A,10,C,A,H
2068,69,MARKET ST,COTTON ST,47TH ST,Fair,20130116,1815,MARKET ST,47TH ST,0,A,3,A,21,C,A,H
2069,54.48,SEABRIDGE LN,CEDARHURST LN,STONEY PEAK DR,Fair,20130124,0430,SEABRIDGE LN,CEDARHURST,0,B,4,A,08,C,B,H
2070,69,BLACK CORAL WY,ROYAL ISLAND WY,WHEELHOUSE DR,Fair,20130114,1209,CORAL WY,WHEEL HOUSE DR,0,A,3,A,03,A,A,H
2071,48.42,BALBOA AV,BALBOA WY,GENESEE AV,Fair,20130115,1625,BALBOA AV,BALBOA AV 7600,0,A,4,A,03,A,A,H
2072,48.94,30TH ST,E ST,BROADWAY,Fair,20130116,1530,30TH ST,BROADWAY,0,A,4,A,12,C,A,H
2073,84.79,54TH ST,LEA ST,UNIVERSITY AV,Good,20130116,0712,54TH ST,UNIVERSITY AV,0,A,3,A,03,A,A,H
2074,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20130116,2020,MIRAMAR RD,CAMINO RUIZ,0,A,4,A,09,C,A,H
2075,64.46,COLLWOOD BL,COLLWOOD WY,MONTEZUMA RD,Fair,20130117,1014,COLLWOOD LN,COLLWOOD BL,0,A,4,A,- ,A,A,H
2076,60.97,KETTNER BL,W DATE ST,W FIR ST,Fair,20130115,1957,KETTNER BL,W FIR ST,0,A,3,B,22,C,A,H
2077,25.35,LONGFORD ST,CLAIREMONT MESA BL,BARSTOW ST,Poor,20130115,1426,LONGFORD ST,CLAIREMONT MESA BL,0,A,4,A,11,A,A,H
2078,87.71,LOMICA DR,BERNARDO CENTER DR,ACENA DR,Good,20130114,1354,LOMICA DR,ACENA DR,0,A,3,A,09,A,A,H
2079,48.42,BALBOA AV,BALBOA WY,GENESEE AV,Fair,20130116,1702,BALBOA AV,BALBOA AV 5825,0,A,4,A,09,B,A,H
2080,50.01,HOTEL CIRCLE SOUTH,HOTEL CIRCLE CT,HOTEL CIRCLE NORTH,Fair,20130115,2145,HOTEL CIRCLE SOUTH,HOTEL CIRCLE CT,0,A,4,A,08,C,A,H
2081,75.6,SCOTT ST,DICKENS ST,EMERSON ST,Good,20130116,0913,SCOTT ST,DICKINS ST,0,A,3,A,08,A,A,G
2082,75.48,CORPORATE CENTER DR,OTAY MESA RD,BUSINESS CENTER CT,Good,20130118,1039,CORPORATE CENTER DR,BUSINESS CENTER DR,0,A,4,A,09,A,A,H
2083,84.31,TOWNE CENTRE DR,GOLDEN HAVEN DR,LA JOLLA VILLAGE DR,Good,20130116,1840,TOWNE CENTRE DR,LA JOLLA VILLAGE,0,A,4,A,03,D,A,H
2084,85.01,TRADE ST,CAM SANTA FE,CARROLL WY,Good,20130102,0820,TRADE ST,CAMINO SANTA FE,0,A,3,A,09,A,A,H
2085,49.58,MISSION BL,TOURMALINE ST,SAPPHIRE ST,Fair,20130111,0924,MISSION BL,TOURMALINE ST,0,A,4,A,09,A,A,H
2086,100,CAM DEL SUR,PASEO DEL SUR,ARTESIAN RD,Good,20130117,2239,CAMINO DEL SUR,CAMINO DEL SUR 13900,0,A,4,A,08,C,A,H
2087,25.5,INGRAHAM ST,LA CIMA DR,LA MANCHA DR,Poor,20130116,1255,INGRAHAM ST,LA CIMA,0,A,3,A,08,A,A,H
2088,24.3,IMPERIAL AV,24TH ST,25TH ST,Poor,20130116,0735,IMPERIAL AV,24TH ST,0,A,4,A,10,A,A,H
2089,69,LYTTON ST,LOCUST ST,EVERGREEN ST,Fair,20130117,1720,LYTTON ST,EVERGREEN ST,0,A,4,A,21,B,A,H
2090,59.45,06TH AV,EVANS PL,ROBINSON AV,Fair,20130111,1825,06TH AV,ROBINSON AV,0,B,4,A,11,C,A,H
2091,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20130124,1352,EL CAJON BL,56TH ST,0,B,3,A,03,A,A,H
2092,51,LOGAN AV,S 45TH ST,WEST ST,Fair,20130126,2113,LOGAN AV,35TH ST,0,B,3,A,08,C,B,H
2093,61.97,UNIVERSITY AV,PERSHING AV,IDAHO ST,Fair,20130117,1846,UNIVERSITY AV,IDAHO ST,0,A,2,A,09,C,A,H
2094,39,UNIVERSITY AV,WILSON AV,36TH ST,Poor,20130409,2002,UNIVERSITY AV,36TH ST,0,A,1,A,11,C,A,H
2095,100,CANON ST,POINT LOMA AV,ULLMAN ST,Good,20130414,1920,CANON ST,ULLMAN ST,0,B,1,A,08,D,A,H
2096,59.07,EL CAJON BL,OREGON ST,IDAHO ST,Fair,20130411,0047,EL CAJON BL,IDAHO ST,0,A,1,A,11,C,A,H
2097,77.29,VOLTAIRE ST,CHATSWORTH BL,POINSETTIA DR,Good,20130418,2058,VOLTAIRE ST,POINSETTIA DR,0,A,1,A,17,C,A,H
2098,24.72,69TH ST,AMHERST ST,EL CAJON BL,Poor,20130622,1841,69TH ST,AMHERST ST,0,A,1,A,12,A,A,H
2099,35.27,LAMONT ST,HORNBLEND ST,GARNET AV,Poor,20130729,1743,LAMONT ST,GARNET AV,0,A,1,A,11,A,A,H
2100,55.23,CLAIREMONT MESA BL,LA CUENTA DR,MARIGOT PL,Fair,20130715,0740,CLAIREMONT MESA BL,LA CUENTA DR,0,A,1,A,11,A,A,H
2101,83.09,NATIONAL AV,S 31ST ST,S 32ND ST,Good,20130808,1455,NATIONAL AV,SOUTH 31ST ST,0,A,1,A,11,A,A,H
2102,63.68,SUNNY MEADOW ST,SUNNY MEADOW CT,CANYON BREEZE RD,Fair,20130814,0647,SUNNY MEADOW ST,CANYON BREEZE RD,0,A,1,A,08,A,A,H
2103,39,GARNET AV,PICO ST,BOND ST,Poor,20130818,1546,GARNET AV,BOND ST,0,A,1,A,09,A,A,H
2104,86.64,BRITANNIA PARK PL,BRITANNIA BL,SIEMPRE VIVA CT,Good,20130903,1224,BRITANNIA PARK PL,SEIMPRE VIVA CT,0,A,1,A,09,A,A,H
2105,51,IMPERIAL AV,VIEWCREST DR,CITY BOUNDARY,Fair,20130904,1106,IMPERIAL AV,VIEW CREST DR,0,A,1,A,09,A,A,H
2106,45.8,MORLEY FIELD DR,PARK BL,FLORIDA DR,Fair,20130913,1411,MORLEY FIELD DR,PARK BL,0,A,1,A,03,A,A,H
2107,83.09,NATIONAL AV,S 31ST ST,S 32ND ST,Good,20130928,2113,NATIONAL AV,SOUTH 32 ND ST,0,A,1,A,11,C,A,H
2108,51,LA JOLLA VILLAGE DR,COSTA VERDE BL,GENESEE AV,Fair,20131023,1028,LA JOLLA VILLAGE DR,GENESEE AV,0,B,1,A,12,A,A,H
2109,30.15,SCRIPPS ST,TULANE WY,SCRIPPS WY,Poor,20131013,1833,SCRIPPS ST,SCRIPPS WY,0,B,1,A,11,B,A,H
2110,78.3,LINDA VISTA RD,KRAMER ST,TAIT ST,Good,20130815,0010,LINDA VISTA RD,TAIT ST,0,A,1,A,12,C,A,H
