,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
1761,59.91,FRIARS RD,RIO BONITO WY,RIVER RUN DR,Fair,20111120,0627,FRIARS RD,RIVER RUN RD,0,C,3,A,08,A,B,H
1762,39,GREENWOOD ST,KURTZ ST,HANCOCK ST,Poor,20111126,0150,GREENWOOD ST,KURTZ ST,0,A,4,A,08,C,A,H
1763,46.91,SCRANTON RD,MIRA SORRENTO PL,BARNES CANYON RD,Fair,20111122,1333,SCRANTON RD,MIRA SORRENTO,0,A,3,A,09,A,A,H
1764,80.26,TAYLOR ST,CALHOUN ST,JUAN ST,Good,20111116,1047,TAYLOR ST,JUAN ST,0,A,4,A,05,A,A,H
1765,56.49,FRIARS RD,SR-163 SB OFF RA,FRAZEE RD,Fair,20111123,1515,FRIARS RD,FRAZEE RD,0,A,3,A,12,A,A,H
1766,71.1,W BROOKES AV,01ST AV,FRONT ST,Good,20111123,1720,W BROOKS AV,01ST AV,0,B,4,A,03,C,A,H
1767,52.94,MIRAMAR RD,CARROLL RD,EMPIRE ST,Fair,20111121,0715,MIRAMAR RD,CARROLL RD,0,B,4,A,- ,A,B,H
1768,69.86,FRIARS RD,FENTON PY,NORTHSIDE DR,Fair,20111122,1524,FRIARS RD,NORTHSIDE DR,0,A,4,A,04,A,A,H
1769,33.64,SUNSET CLIFFS BL,DEL MONTE AV,NARRAGANSETT AV,Poor,20111123,1820,SUNSET CLIFFS BL,DEL MONTE AV,0,A,3,A,08,C,A,H
1770,43.2,ROSECRANS ST,MIDWAY DR,ROSECRANS (FTG) ST,Fair,20111128,1240,ROSECRANS ST,MIDWAY DR,0,A,4,A,03,A,A,H
1771,24.13,EVERTS ST,GARNET AV,FELSPAR ST,Poor,20111114,1144,EVERTS,GARNET,0,A,3,A,03,A,A,H
1772,79.26,CAM DEL ESTE,CAM DEL RIO NORTH,CAM DE LA REINA,Good,20111127,0219,CAMINO DEL ESTE,CAM DE LA REINA,0,A,3,A,08,C,A,H
1773,29.07,UNIVERSITY AV,BONILLO DR,ROLANDO BL,Poor,20111127,1450,UNIVERSITY AV,ROLANDO BL,0,A,4,A,03,A,A,H
1774,85.33,PERSHING AV,WIGHTMAN ST,UNIVERSITY AV,Good,20111120,2040,PERSHING AV,UNIVERSITY AV,0,C,4,A,06,C,B,H
1775,25.48,MISSION BL,GRAND AV,HORNBLEND ST,Poor,20111126,0020,MISSION BL,HORNBLEND ST,0,A,3,A,11,C,A,H
1776,59.49,MARKET ST,43RD ST,45TH ST,Fair,20111128,2304,MARKET ST,43RD ST,0,A,3,A,09,C,A,H
1777,69,BALBOA AV,CHARGER BL,RUFFNER ST,Fair,20111124,1843,BALBOA AV,CHARGER BL,0,A,3,A,12,C,A,H
1778,82.45,FENTON PY,FRIARS RD,RIO SAN DIEGO DR,Good,20111127,1840,FENTON PKWY,FRIARS RD,0,A,4,A,10,C,A,H
1779,52.51,DRAPER AV,GENTER ST,SEA LN,Fair,20111127,1900,DRAPER AV,SEA LN,0,A,4,A,08,C,A,H
1780,100,CALLAN RD,N TORREY PINE SB OFF RA,NORTH TORREY PINES RD,Good,20111121,1713,CALLAN RD,N TORREY PINES PL,0,B,2,A,03,C,A,H
1781,51.18,NAVAJO RD,BOULDER LAKE AV,BISBY LAKE AV,Fair,20111020,1158,NAVAJO RD,BOULDER LAKE AV,0,A,3,A,12,A,A,H
1782,44.55,MISSION BAY DR,GLENDORA ST,BUNKER HILL ST,Fair,20111025,0845,MISSION BAY DR,BUNKER HILL ST,0,A,3,A,05,A,A,H
1783,69,COLLEGE AV,LINDO PASEO,AZTEC CR DR,Fair,20111023,1850,COLLEGE AV,LINDA PASEO,0,A,4,A,03,C,A,H
1784,80.16,PANORAMA DR,CLIFF ST,CLIFF ST,Good,20111024,0840,PANORAMA DR,CLIFF ST,0,C,3,A,08,A,B,H
1785,59.98,MIRA MESA BL,WESTVIEW PY,SCRIPPS RANCH BL,Fair,20111018,1450,MIRA MESA BL,SCRIPPS RANCH BL,0,A,4,A,- ,A,A,H
1786,69,S EUCLID AV,EUCLID PL,LA PAZ DR,Fair,20111024,1455,SOUTH EUCLID AV,EUCLID PL,0,B,4,A,09,A,A,H
1787,34.44,INGULF ST,CHICAGO ST,DENVER ST,Poor,20111024,0840,INGULF ST,CHICAGO ST,0,B,4,A,09,A,A,H
1788,40.18,ECKSTROM AV,HATHAWAY ST,COSMO ST,Fair,20111024,0800,ECKSTROM ST,COSMO ST,0,B,4,A,08,A,A,H
1789,85.27,MIRAMAR RD,KEARNY MESA RD,I-15 SB OFF RA,Good,20111022,2023,MIRAMAR RD,KEARNY MESA RD,0,A,4,A,12,C,A,H
1790,73.83,INDIA ST,W LAUREL ST,W MAPLE ST,Good,20111017,1738,INDIA ST,LAUREL ST,0,A,4,A,12,A,A,H
1791,39,DEL SOL BL,PICADOR BL,OTONO ST,Poor,20111024,1330,DEL SOL BL,PICADOR BL,0,A,3,A,03,A,A,H
1792,100,HANCOCK ST,CHANNEL WY,SPORTS ARENA BL,Good,20111112,1130,HANCOCK ST,SPORTS ARENA BL,0,B,4,A,08,A,A,H
1793,55.98,RUFFNER ST,CLAIREMONT MESA BL,CONVOY CT,Fair,20111115,1145,RUFFNER ST,CLAIREMONT MESA BL,0,A,4,A,09,A,A,H
1794,47.61,COLLEGE AV,LAMBDA DR,ROCKHURST DR,Fair,20111106,1644,COLLEGE AV,ROCKHURST DR,0,B,2,A,05,B,B,H
1795,45.09,LA JOLLA VILLAGE DR,GILMAN DR,LA JOLLA VILLAGE DR RA,Fair,20111120,1527,LA JOLLA VILLAGE DR,GILMAN DR,0,B,4,A,08,A,A,H
1796,34.91,TORREY PINES RD,PROSPECT PL,COAST WK,Poor,20111121,1423,TORREY PINES RD,PROSPECT PL,0,A,3,A,03,A,A,H
1797,81.24,SANTA MONICA AV,EBERS ST,SUNSET CLIFFS BL,Good,20111118,1008,SANTA MONICA AV,SUNSET CLIFFS BL,0,B,4,A,21,A,A,H
1798,100,KEMPER ST,LARGA CR,KEMPER CT,Good,20111114,1700,KEMPER ST,KEMPER ST 3200,0,A,4,A,08,C,A,H
1799,34.68,FROST ST,HEALTH CENTER DR,BERGER AV,Poor,20111113,1146,FROST ST,HEALTH CENTER DR,0,A,4,-,- ,A,A,H
1800,55.59,FRIARS RD,RANCHO MISSION RD,SANTO RD,Fair,20111121,0515,FRIARS RD,RANCHO MISSION RD,0,A,4,A,12,B,B,H
1801,36.93,KELTON RD,BOLLENBACHER ST,KELTON CT,Poor,20111120,0302,KELTON RD,KELTON CT,0,B,3,A,03,C,A,H
1802,27.96,LINDA VISTA RD,GOSHEN ST,USD MAIN DY,Poor,20111118,1832,LINDA VISTA RD,USD MAIN DRVWY,0,B,3,A,03,C,A,H
1803,43.86,FAIRMOUNT AV OFF RA,FAIRMOUNT AV,END,Fair,20111120,0720,FAIRMOUNT AV,FAIRMOUNT AV 5400,0,B,4,A,03,A,B,H
1804,100,MADISON AV,LOUISIANA ST,MISSION AV,Good,20111117,0223,MADISON AV,ILLINOIS ST,0,A,3,A,03,C,A,H
1805,62.31,PAUL JONES AV,BUNKER HILL ST,BRANDYWINE ST,Fair,20111120,0209,PAUL JONES AV,BUNKER HILL ST,0,A,3,A,08,C,A,H
1806,29.66,OREGON ST,UNIVERSITY AV,LINCOLN AV,Poor,20111118,1350,OREGON ST,UNIVERSITY AV,0,B,3,A,06,A,A,H
1807,22.03,BROADWAY,05TH AV,06TH AV,Poor,20111111,1706,BROADWAY,06TH AV,0,B,4,A,10,C,A,H
1808,59.67,F ST,15TH ST,16TH ST,Fair,20111119,1345,F ST,15TH ST,0,B,3,A,09,A,A,H
1809,46.68,10TH AV,BROADWAY,C ST,Fair,20111119,1615,10TH AV,BROADWAY,0,B,3,-,- ,B,A,H
1810,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20111107,1245,MIRAMAR RD,CABOT DR,0,A,3,A,09,A,A,H
1811,85.7,BRITANNIA BL,AIRWAY RD,SIEMPRE VIVA RD,Good,20111116,1959,BRITANNIA BL,AIRWAY RD,0,B,4,A,03,C,A,H
1812,85.04,MISSION CENTER RD,CAM DE LA REINA,HAZARD CENTER DR,Good,20111117,1740,MISSION CENTER RD,CAMINO DE LA REINA,0,A,4,A,03,B,A,H
1813,56.82,TIERRA GRANDE ST,CANDIDA ST,KEARNY VILLA RD,Fair,20111114,1720,TIERRA GRANDE,CANDIDA ST,0,B,4,A,09,C,A,H
1814,46.41,BALBOA AV,GRAND AV,MORRELL ST,Fair,20111112,0136,BALBOA AV,GRAND AV,0,B,3,A,12,C,A,H
1815,56.49,FRIARS RD,SR-163 SB OFF RA,FRAZEE RD,Fair,20111118,1328,FRIARS RD,FRAZEE RD,0,A,4,A,17,A,A,H
1816,45.69,GENESEE AV,BALBOA AV,MT ETNA DR,Fair,20111112,1724,GENESEE AV,BALBOA AV,0,C,4,A,11,C,B,H
1817,30.36,MISSION BL,PACIFIC BEACH DR,REED AV,Poor,20111120,0119,MISSION BL,REED AV,0,B,4,A,09,C,A,H
1818,100,DAIRY MART RD,POCITOS WY,TEQUILA WY,Good,20111117,1445,DAIRY MAI-RD,TEQUILA WY,0,B,4,-,- ,A,A,H
1819,60.98,HAWAII AV,VIA PAPEETE,REEF DR,Fair,20111118,0924,HAWAII AV,VIA PAPEETE,0,B,4,A,09,A,A,H
1820,51.44,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Fair,20111118,1400,MIRAMAR RD,BLACK MOUNTAIN RD,0,A,4,A,03,A,A,H
1821,51.8,SUN ST,BEGIN,MIMIKA PL,Fair,20111117,1828,SUN ST,MIMIKA PL,S,A,0,A,01,C,A,H
1822,50.44,CLAIREMONT MESA BL,RUFFIN RD,CHESAPEAKE DR,Fair,20111123,1225,CLAIREMONT MESA BL,CHESAPEAKE DR,0,A,4,A,03,A,A,H
1823,30.35,32ND ST,PALM ST,REDWOOD ST,Poor,20111013,2053,32ND ST,REDWOOD ST,0,A,2,A,09,C,A,H
1824,79.26,CAM DEL SUR,LAZANJA DR,VIA VERRAZZANO,Good,20111029,2010,CAMINO DEL SUR,VIA VERRAZZO,0,-,3,-,- ,-,-,-
1825,39.07,S 29TH ST,29TH ST,VALLEY PL,Poor,20111119,1150,29TH ST,29TH ST 3700,0,A,4,A,17,A,A,H
1826,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20111122,1513,MIRAMAR RD,CABOT DR,0,B,4,A,03,A,A,H
1827,51.99,ALAMO WY,ALAMO DR,CITY BOUNDARY,Fair,20111202,1920,ALAMO WY,ALAMO DR,0,A,3,A,21,D,A,H
1828,54.57,GENESEE AV,CAMPUS POINT DR,SCIENCE CENTER DR,Fair,20111206,1821,GENESEE AV,CAMPUS POINT DR,0,A,4,A,11,C,A,H
1829,80.29,EL CAJON BL,HARBINSON AV,73RD ST,Good,20111206,1445,EL CAJON BL,73RD ST,0,A,3,-,- ,A,A,H
1830,50.56,OTAY MESA RD,OTAY MESA CENTER RD,LA MEDIA RD,Fair,20111202,1300,OTAY MESA RD,CORPORATE CENTER DR,0,A,3,A,03,A,A,H
1831,71.55,MAYA LINDA RD,MESA SPRINGS WY,CARROLL CANYON RD,Good,20111205,1455,MAYA LINDA RD,CARROLL CANYON RD,0,A,4,A,03,A,A,H
1832,80.07,WESTVIEW PY,HILLERY DR,MIRA MESA BL,Good,20111206,2115,WESTVIEW PKWY,MIRA MESA BL,0,A,4,A,03,C,A,H
1833,53.32,RUFFIN RD,AERO DR,CALLE FORTUNADA,Fair,20111206,1720,RUFFIN RD,AERO DR,0,A,3,A,09,C,A,H
1834,56.62,PARADISE VALLEY RD,ZEST ST,BRIARWOOD RD,Fair,20111206,0835,PARADISE VALLEY RD,S BRIARWOOD RD,0,A,3,A,10,A,A,H
1835,60.5,RIO SAN DIEGO DR,RIVER RUN DR,FENTON PY,Fair,20111205,1819,RIO SAN DIEGO DR,FENTON PKWY,0,A,4,A,10,C,A,H
1836,60.79,TURQUOISE ST,CASS ST,DAWES ST,Fair,20111207,1610,TURQUOISE ST,DAWES ST,0,A,3,A,03,A,A,H
1837,39,OREGON ST,COLLIER AV,COPLEY AV,Poor,20111207,2219,OREGON ST,COLLIER AV,0,A,4,A,03,C,A,D
1838,47.44,RIO SAN DIEGO DR,QUALCOMM WY,RIO BONITO WY,Fair,20111202,1359,RIO SAN DIEGO,QUALCOMM WY,0,A,4,A,09,A,A,H
1839,60.12,IOWA ST,UNIVERSITY AV,LINCOLN AV,Fair,20111207,1601,IOWA ST,LINCOLN AV,0,A,4,A,04,A,A,H
1840,51,GARNET AV,HAINES ST,INGRAHAM ST,Fair,20110816,1805,GARNET AV,HAINES ST,0,A,4,A,- ,A,A,H
1841,48.96,AERO DR,MURPHY CANYON RD,SANTO RD,Fair,20111207,1408,AERO DR,SANDROCK RD,0,A,4,A,03,A,A,H
1842,44.67,DAGGET ST,RUFFNER ST,CONVOY ST,Fair,20111206,1740,DAGGET ST,CONVOY ST,0,A,4,A,09,C,A,H
1843,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20111206,1704,MIRAMAR RD,MIRAMAR PL,0,A,4,A,03,C,A,H
1844,47.87,CAM SANTA FE,RASHA ST,SPECTRUM LN,Fair,20111207,1128,CAMINO SANTA FE,RASHA ST,0,A,3,A,07,A,A,H
1845,87.37,30TH ST,QUINCE ST,REDWOOD ST,Good,20111208,0247,30TH ST,QUINCE ST,0,A,0,A,08,C,A,H
1846,31.04,CLAIREMONT MESA BL,LUNA AV,MORAGA AV,Poor,20111206,0745,CLAIREMONT MESA BL,LUNA AV,0,A,4,A,08,A,A,H
1847,77.95,25TH ST,IMPERIAL AV,L ST,Good,20111204,1442,25TH ST,L ST,0,A,2,A,12,A,A,H
1848,69,MERCY RD,BRANICOLE LN,KIKA CT,Fair,20111207,2354,MERCY RD,KIKA CT,0,A,4,A,03,C,A,H
1849,87.6,CARMEL COUNTRY RD,CARMEL CANYON RD,CARMEL MISSION RD,Good,20111205,1530,CARMEL COUNTRY RD,CARMEL COUNTRY RD 11700,0,-,4,D,00,-,-,-
1850,80.69,FRAZEE RD,HAZARD CENTER DR,FRIARS RD,Good,20111125,2306,FRAZEE RD,HAZARD CENTER DR,0,A,2,A,10,C,A,H
1851,86.4,HAMILTON ST,POLK AV,HOWARD AV,Good,20111203,1429,HAMILTON ST,HOWARD AV,0,A,4,A,09,A,A,H
1852,86.79,JOHN JAY HOPKINS DR,GENERAL ATOMICS CT,CRAY CT,Good,20111205,0817,JOHN JAY HOPKINS,GENERAL ATOMICS CT,0,A,4,A,09,A,A,H
1853,54.69,W BROADWAY,FRONT ST,UNION ST,Fair,20111202,1045,WEST BROADWAY,UNION ST,0,A,4,A,03,A,A,H
1854,83.2,IMPERIAL AV,SAN JACINTO DR,53RD ST,Good,20111205,0720,IMPERIAL AV,SAN JACINTO DR,0,A,4,A,- ,A,A,H
1855,30.36,MISSION BL,PACIFIC BEACH DR,REED AV,Poor,20111209,1848,MISSION BL,REED AV,0,A,4,A,08,C,A,H
1856,43.76,06TH AV,EL PRADO,MAPLE ST,Fair,20111209,1730,06TH AV,EL PRADO,0,A,3,A,09,C,A,H
1857,100,GRAMERCY DR,TOWSER ST,MOBLEY ST,Good,20111210,1822,GRAMERCY DR,MOBLEY ST,0,A,3,A,12,B,A,H
1858,28.69,32ND ST,G ST,F ST,Poor,20111204,1930,32ND ST,G ST,0,A,4,D,00,C,A,A
1859,51.37,PACIFIC HY,W HAWTHORN ST,W JUNIPER ST,Fair,20111209,1015,PACIFIC HY,HAWTHORN ST,0,A,4,A,12,A,A,H
1860,60.9,MISSION VILLAGE DR,IRVINGTON AV,FULLERTON AV,Fair,20111210,0310,MISSION VILLAGE DR,FULLERTON AV,0,A,3,A,08,C,A,H
1861,26.58,IMPERIAL AV,17TH ST,19TH ST,Poor,20111213,0841,IMPERIAL AV,17TH ST,0,B,4,A,11,A,B,H
1862,21.61,BITTERN ST,MADERA ST,KLAUBER AV,Poor,20111213,1435,BITTERN ST,KLAUBER AV,0,B,4,A,08,A,B,H
1863,50.49,S 36TH ST,NATIONAL AV,NEWTON AV,Fair,20111213,0629,S 36TH ST,NATIONAL AV,0,C,4,A,09,B,B,H
1864,43.13,GRAND AV,BAYARD ST,CASS ST,Fair,20111210,1040,GRAND AV,CASS ST,0,A,4,A,09,A,A,H
1865,35.02,VIA MALLORCA,VIA ALICANTE,VILLA LA JOLLA DR,Poor,20111210,1557,VIA MALLORCA,VILLA LA JOLLA DR,0,A,3,A,09,A,A,H
1866,55.98,LA DORNA ST,MONTEZUMA RD,SHANE PL,Fair,20111213,1045,LA DORNA ST,SHANE PL,0,C,4,A,09,A,B,H
1867,48.42,BALBOA AV,BALBOA WY,GENESEE AV,Fair,20111213,1920,BALBOA AV,BALBOA AV 6000,0,B,4,A,12,C,A,H
1868,41.05,VILLA LA JOLLA DR,HOLIDAY CT,LA JOLLA VILLAGE DR,Fair,20111209,1930,VILLA LA JOLLA DR,LA JOLLA VILLAGE DR,0,A,4,A,03,C,A,H
1869,78.29,BARNETT AV,PELELIU WY,TUSCALOOSA ST,Good,20111212,1940,BARNETT AV,TUSCALOOSA ST,0,B,3,A,03,C,B,H
1870,100,EL CAJON BL,MISSISSIPPI ST,LOUISIANA ST,Good,20111212,1156,EL CAJON,MISSISSIPPI,0,C,3,A,09,A,B,H
1871,39,EASTGATE ML,EASTER WY,TOWNE CENTRE DR,Poor,20111212,2155,EASTGATE MALL,EASTER WY,0,A,4,A,09,C,A,H
1872,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20111209,1200,MIRAMAR RD,FROST-MAR PL,0,A,4,A,03,A,A,H
1873,100,EL CAJON BL,FLORIDA ST,ALABAMA ST,Good,20111128,1401,EL CAJON BL,FLORIDA ST,0,A,3,D,00,A,A,H
1874,85.88,TRUXTUN RD,FARRAGUT RD,WOMBLE RD,Good,20111129,0830,TRUXTUN RD,FARRAGUT RD,0,B,3,A,11,A,A,H
1875,68.61,NORTH TORREY PINES RD,NORTH TORREY PINES CT,JOHN JAY HOPKINS DR,Fair,20111121,1043,NORTH TORREY PINES RD,JOHN JAY HOPKINS DR,0,A,4,A,- ,A,A,H
1876,48.58,SMYTHE AV,ATHEY AV,VIA DE LA MELODIA,Fair,20111129,1608,SMYTHE  AV,ATHEY AV,0,A,3,A,03,A,A,H
1877,47.8,B ST,PARK BL,16TH ST,Fair,20111130,1023,B ST,16TH ST,0,A,4,A,13,A,A,H
1878,45.69,GENESEE AV,BALBOA AV,MT ETNA DR,Fair,20111130,1049,GENESEE AV,BALBOA,0,A,4,A,08,A,A,H
1879,55,MISSION BAY DR,GRAND AV,GLENDORA ST,Fair,20111130,1245,MISSION BAY DR,GRAND AV,0,A,4,A,12,A,A,H
1880,63.18,W WASHINGTON ST,WASHINGTON ST RA,WASHINGTON ST RA,Fair,20111125,1135,WEST WASHINGTON ST,W WASHINGTON ST 500,0,A,4,A,03,A,A,H
1881,78.45,EUCLID AV,ELM ST,WESTOVER PL,Good,20111128,1257,EUCLID AV,WESTOVER PL,0,A,4,A,03,A,A,H
1882,57,FIR ST,02ND AV,03RD AV,Fair,20111130,1711,FIR ST,03RD AV,0,B,4,A,09,C,A,H
1883,59.19,CATALINA BL,WILCOX ST,JENNINGS ST,Fair,20111129,0720,CATALINA BL,WILCOX ST,0,B,3,A,09,A,A,H
1884,36.92,UNIVERSITY AV,32ND ST,BANCROFT ST,Poor,20111130,1756,UNIVERSITY AV,BANCROFT ST,0,B,3,A,08,C,A,H
1885,30.45,KANSAS ST,MEADE AV,MONROE AV,Poor,20111117,1313,KANSAS ST,MEADE AV,0,A,2,A,11,A,A,H
1886,51,GARNET AV,FANUEL ST,GRESHAM ST,Fair,20111215,0655,GARNET AV,GRESHAM ST,0,A,4,A,09,A,A,H
1887,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20111213,2012,MIRAMAR RD,CABOT DR,0,B,3,D,00,C,A,H
1888,66.84,JEWELL ST,FORTUNA AV,PACIFIC BEACH DR,Fair,20111201,0740,JEWELL ST,FORTUNA ST,0,A,4,A,08,A,A,H
1889,42.8,04TH AV,ROBINSON AV,UNIVERSITY AV,Fair,20111203,1040,04TH AV,ROBINSON AV,0,B,4,A,08,A,A,H
1890,64.53,FAIRMOUNT AV,ALVARADO CANYON RD,CAM DEL RIO NORTH,Fair,20111203,2130,FAIRMONT AV,CAMINO DEL RIO N,0,A,4,A,03,C,A,H
1891,57.37,COLLEGE GROVE WY,COLLEGE GROVE DR,SR-94 RA,Fair,20111203,1459,COLLEGE GROVE WY,COLLEGE GROVE DR,0,A,4,A,09,A,A,H
1892,100,KEARNY VILLA RD,AERO DR,BALBOA AV,Good,20111203,1401,KEARNY VILLA RD,BALBOA AV,0,A,4,A,09,A,A,H
1893,100,CARROLL RD,BROWN DEER RD,CARROLL PARK DR,Good,20111202,1045,CARROLL RD,CARROLL PARK DR,0,A,4,A,09,A,A,H
1894,100,CAM DE LA PLAZA,DAIRY MART RD,BIBLER DR,Good,20111203,1636,CAM DE LA PLAZA,DAIRY MAI-RD,0,A,4,A,04,A,A,-
1895,43.13,GRAND AV,BAYARD ST,CASS ST,Fair,20111203,0056,GRAND AV,BAYARD ST,0,A,3,A,09,C,A,H
1896,52.35,GRAND AV,INGRAHAM ST,JEWELL ST,Fair,20111203,1200,GRAND AV,JEWELL ST,0,A,4,A,04,A,A,H
1897,51,GARNET AV,INGRAHAM ST,JEWELL ST,Fair,20111201,2212,GARNET AV,JEWELL ST,0,A,4,A,09,C,A,H
1898,22.59,27TH ST,IMPERIAL AV,L ST,Poor,20111202,1405,27TH ST,IMPERIAL AV,0,A,3,A,03,A,A,H
1899,43.66,UNIVERSITY AV,SHILOH RD,54TH ST,Fair,20111202,1846,UNIVERSITY AV,54TH ST,0,A,3,D,00,C,A,H
1900,63.66,B ST,30TH ST,31ST ST,Fair,20111202,0915,B ST,30TH ST,0,A,4,A,21,A,A,H
1901,80.57,KALMIA ST,29TH ST,30TH ST,Good,20111201,0849,A ST,10TH ST,0,A,3,A,10,A,A,H
1902,61.09,HARBOR DR,SAMPSON ST,SCHLEY ST,Fair,20111204,1500,HARBOR DR,SAMPSON ST,0,A,3,A,03,A,A,H
1903,30.11,32ND ST,IMPERIAL AV,L ST,Poor,20111202,1305,32ND ST,IMPERIAL AV,0,A,4,A,04,A,-,H
1904,81.53,LOGAN AV,BEARDSLEY ST,CESAR E CHAVEZ PY,Good,20111201,0738,LOGAN AV,CESAR E CHAVZ PKWY,0,A,4,A,03,A,A,H
1905,37.68,W CEDAR ST,KETTNER BL,PACIFIC HY,Poor,20111202,0958,CEDAR ST,KETTNER BL,0,A,4,A,10,A,A,H
1906,57,ORANGE AV,VAN DYKE AV,VAN DYKE AV,Fair,20111202,0812,ORANGE AV,VAN DYKE AV,0,A,4,A,10,A,A,H
1907,73.66,SUNSET CLIFFS BL,MUIR AV,VOLTAIRE ST,Good,20111203,2234,SUNSET CLIFFS BL,VOLTAIRE ST,0,A,3,A,08,C,A,H
1908,87.6,IMPERIAL AV,EUCLID AV,SAN JACINTO DR,Good,20111201,1738,IMPERIAL AV,EUCLID,0,A,3,A,03,C,A,C
1909,63.29,06TH AV,PENNSYLVANIA AV,EVANS PL,Fair,20111128,2130,06TH AV,EVANS PL,0,A,4,A,11,C,A,H
1910,100,POMERADO RD,POMERADO PL,GRANDEE PL,Good,20111217,0847,POMERADO RD,POMERADO RD 11500,0,B,4,A,12,A,A,H
1911,64.37,MIRAMAR RD,MIRAMAR PL,CAM SANTA FE,Fair,20111213,1342,MIRAMAR RD,MIRAMAR RD 8400,0,B,4,A,03,A,B,H
1912,85.9,VOLTAIRE ST,EBERS ST,SUNSET CLIFFS BL,Good,20111213,0720,VOLTAIRE ST,SUNSET CLIFFS BL,0,B,4,A,12,A,B,H
1913,81.36,ROSECRANS ST,SUNSET ST,END,Good,20111214,1700,ROSECRANS ST,RUSSEL ST,0,A,3,A,08,C,A,H
1914,51,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,MIRAMAR RD,Fair,20111213,1343,LA JOLLA VILLAGE DR,TOWNE CENTRE DR,0,A,4,A,- ,A,A,H
1915,53.31,GRAND AV,CASS ST,DAWES ST,Fair,20111214,1548,GRAND AV,DAWES ST,0,A,3,A,08,A,A,H
1916,29.72,CLAIREMONT DR,LAKEHURST AV,MERRIMAC AV,Poor,20111214,1835,CLAIREMONT DR,LAKEHURST AV,0,A,4,A,08,C,A,H
1917,79.57,COLLEGE AV,ROCK PL,UNIVERSITY AV,Good,20111213,0001,COLLEGE AV,ROCK ST,0,C,4,A,08,D,B,H
1918,41.87,OTAY MESA RD,INNOVATIVE DR,HERITAGE RD,Fair,20111212,1215,OTAY MESA RD,HERITAGE RD,0,C,4,A,03,A,B,H
1919,39.58,AKINS AV,65TH ST,66TH ST,Poor,20111210,1200,AKINS AV,65TH ST,0,A,4,A,08,A,A,H
1920,58.01,POLA CT,ARNOTT ST,END,Fair,20111209,1455,POLA CT,ARNOTT ST,0,A,2,A,21,A,A,H
1921,69,COLLEGE AV,MONTEZUMA RD,LINDO PASEO,Fair,20111204,0752,COLLEGE AV,MONTEZUMA RD,0,A,3,A,03,A,B,H
1922,80.72,47TH ST,BEECH ST,FEDERAL BL,Good,20111216,1743,47TH ST,FEDERAL BL,0,A,3,A,17,C,A,H
1923,44.26,EL CAJON BL,47TH ST,EUCLID AV,Fair,20111217,1445,EL CAJON BL,47TH ST,0,A,4,A,08,A,A,H
1924,41.49,NORTH TORREY PINES RD,LA JOLLA VILLAGE DR,LA JOLLA SHORES DR,Fair,20111215,1759,NORTH TORREY PINES RD,SHORE DR,0,B,4,A,03,C,B,H
1925,74.47,HOWARD AV,IDAHO ST,UTAH ST,Good,20111216,1530,HOWARD AV,UTAH ST,0,B,4,A,03,A,A,H
1926,34.5,CLAIREMONT MESA BL,GENESEE AV,FRINK AV,Poor,20111216,1708,CLAIREMONT MESA BL,GENESEE AV,0,B,4,A,10,B,A,H
1927,51,LA JOLLA VILLAGE DR,GENESEE AV,EXECUTIVE WY,Fair,20111202,1410,LA JOLLA VILLAGE DR,EXECUTIVE DR,0,A,4,A,03,A,A,H
1928,48.57,CALABRIA CT,BEGIN,RENAISSANCE AV,Fair,20111203,1003,CALABRIA CT,RENAISSANCE AV,0,A,4,A,- ,A,A,H
1929,32.85,ROSECRANS ST,HANCOCK ST,MOORE ST,Poor,20111217,1500,ROSECRANS ST,MOORE ST,0,A,4,A,09,A,A,H
1930,41.79,UNIVERSITY AV,CHOLLAS PY,58TH ST,Fair,20111216,2049,UNIVERSITY AV,58TH ST,0,A,4,B,22,C,A,H
1931,75.18,OHIO ST,UNIVERSITY AV,LINCOLN AV,Good,20111209,2045,OHIO ST,UNIVERSITY AV,0,A,3,A,08,C,A,H
1932,47.38,W ASH ST,KETTNER BL,PACIFIC HY,Fair,20111217,0915,WEST ASH ST,KETTNER BL,0,A,4,A,- ,A,A,H
1933,82.34,OTAY MESA RD,REMINGTON HILLS DR,HAWKEN DR,Good,20111218,2315,OTAY MESA RD,HAWKEN DR,0,A,3,A,03,D,A,H
1934,51,GRAPE ST,SULTANA ST,55TH ST,Fair,20111215,0825,GRAPE ST,SULTANA ST,0,A,4,A,09,A,A,H
